sales_agent,product,account,deal_stage,engage_date,close_date,close_value
Kary Hendrixson,GTXPro,unknown,Engaging,2017-04-16,,472.0
Kary Hendrixson,MG Advanced,Newex,Lost,2017-04-16,2017-04-23,0.0
Maureen Marcano,GTX Basic,Newex,Won,2017-04-16,2017-04-28,572.0
Maureen Marcano,GTX Plus Basic,Groovestreet,Won,2017-04-16,2017-04-24,1234.0
Moses Frase,GTX Basic,Ron-tech,Lost,2017-04-16,2017-04-18,0.0
Versie Hillebrand,MG Special,Isdom,Lost,2017-04-16,2017-04-17,0.0
Vicki Laflamme,GTXPro,unknown,Engaging,2017-04-16,,472.0
Vicki Laflamme,MG Special,Plusstrip,Won,2017-04-16,2017-05-04,56.0
Violet Mclelland,MG Special,Zathunicon,Lost,2017-04-16,2017-05-03,0.0
Zane Levy,MG Special,Doncon,Lost,2017-04-16,2017-04-25,0.0
Anna Snelling,MG Special,Warephase,Won,2017-04-17,2017-04-26,52.0
Anna Snelling,MG Advanced,Codehow,Won,2017-04-17,2017-04-24,3668.0
Boris Faz,GTX Basic,Plussunin,Lost,2017-04-17,2017-04-19,0.0
Boris Faz,MG Advanced,Zotware,Won,2017-04-17,2017-08-04,3138.0
Cecily Lampkin,MG Special,Conecom,Lost,2017-04-17,2017-04-19,0.0
Corliss Cosme,GTX Basic,Ontomedia,Lost,2017-04-17,2017-04-18,0.0
Corliss Cosme,GTX Basic,Zencorporation,Lost,2017-04-17,2017-04-21,0.0
Corliss Cosme,GTXPro,Iselectrics,Won,2017-04-17,2017-06-01,5032.0
Daniell Hammack,GTX Plus Basic,Plussunin,Won,2017-04-17,2017-04-20,1310.0
Daniell Hammack,GTX Plus Pro,Mathtouch,Won,2017-04-17,2017-06-27,5076.0
Daniell Hammack,MG Advanced,Vehement Capital Partners,Won,2017-04-17,2017-06-19,3641.0
Darcel Schlecht,GTXPro,Conecom,Lost,2017-04-17,2017-04-18,0.0
Darcel Schlecht,GTX Plus Basic,Warephase,Won,2017-04-17,2017-04-25,1170.0
Darcel Schlecht,GTXPro,Domzoom,Won,2017-04-17,2017-05-01,4226.0
Elease Gluck,MG Special,unknown,Engaging,2017-04-17,,472.0
Elease Gluck,MG Advanced,Green-Plus,Lost,2017-04-17,2017-04-18,0.0
Gladys Colclough,GTXPro,Genco Pura Olive Oil Company,Won,2017-04-17,2017-04-24,4784.0
Hayden Neloms,GTX Plus Basic,Faxquote,Lost,2017-04-17,2017-04-25,0.0
Hayden Neloms,MG Advanced,Blackzim,Lost,2017-04-17,2017-04-19,0.0
James Ascencio,GTX Basic,unknown,Engaging,2017-04-17,,472.0
James Ascencio,MG Advanced,Golddex,Lost,2017-04-17,2017-08-12,0.0
James Ascencio,GTXPro,Goodsilron,Won,2017-04-17,2017-04-24,5451.0
Kami Bicknell,GTX Basic,Faxquote,Won,2017-04-17,2017-04-19,527.0
Kary Hendrixson,GTX Plus Pro,unknown,Engaging,2017-04-17,,472.0
Kary Hendrixson,GTXPro,unknown,Engaging,2017-04-17,,472.0
Kary Hendrixson,GTX Plus Pro,Y-corporation,Lost,2017-04-17,2017-04-25,0.0
Kary Hendrixson,GTX Plus Pro,Y-corporation,Lost,2017-04-17,2017-04-19,0.0
Kary Hendrixson,GTXPro,Scotfind,Lost,2017-04-17,2017-04-18,0.0
Kary Hendrixson,GTX Plus Pro,Fasehatice,Won,2017-04-17,2017-04-19,5408.0
Lajuana Vencill,GTX Plus Basic,Conecom,Lost,2017-04-17,2017-05-02,0.0
Lajuana Vencill,GTX Plus Pro,Isdom,Lost,2017-04-17,2017-04-24,0.0
Lajuana Vencill,MG Special,Konmatfix,Won,2017-04-17,2017-06-23,48.0
Markita Hansen,GTX Basic,Blackzim,Engaging,2017-04-17,,472.0
Markita Hansen,GTX Basic,Plexzap,Won,2017-04-17,2017-04-24,527.0
Marty Freudenburg,GTX Plus Basic,dambase,Won,2017-04-17,2017-04-23,1160.0
Niesha Huffines,GTX Basic,Inity,Won,2017-04-17,2017-06-06,491.0
Reed Clapper,GTX Basic,Umbrella Corporation,Won,2017-04-17,2017-04-19,555.0
Rosalina Dieter,GTX Basic,unknown,Engaging,2017-04-17,,472.0
Rosalina Dieter,GTXPro,unknown,Engaging,2017-04-17,,472.0
Rosalina Dieter,MG Special,Lexiqvolax,Lost,2017-04-17,2017-04-27,0.0
Versie Hillebrand,MG Special,Isdom,Won,2017-04-17,2017-04-23,62.0
Violet Mclelland,MG Special,Ganjaflex,Lost,2017-04-17,2017-04-26,0.0
Violet Mclelland,MG Special,Konex,Won,2017-04-17,2017-04-25,56.0
Wilburn Farren,MG Advanced,The New York Inquirer,Won,2017-04-17,2017-04-23,3490.0
Zane Levy,GTXPro,Y-corporation,Lost,2017-04-17,2017-06-24,0.0
Anna Snelling,MG Special,Betatech,Lost,2017-04-18,2017-04-24,0.0
Anna Snelling,MG Special,Betatech,Won,2017-04-18,2017-04-25,51.0
Anna Snelling,MG Special,Condax,Won,2017-04-18,2017-06-20,54.0
Anna Snelling,MG Special,Conecom,Won,2017-04-18,2017-04-27,56.0
Boris Faz,GTXPro,Kan-code,Lost,2017-04-18,2017-05-27,0.0
Cassey Cress,MG Advanced,Gekko & Co,Won,2017-04-18,2017-08-04,3808.0
Corliss Cosme,GTX Plus Pro,Yearin,Lost,2017-04-18,2017-05-04,0.0
Corliss Cosme,MG Advanced,Konex,Won,2017-04-18,2017-05-03,3041.0
Donn Cantrell,GTX Basic,Xx-zobam,Lost,2017-04-18,2017-04-25,0.0
Elease Gluck,GTK 500,Xx-zobam,Engaging,2017-04-18,,472.0
Garret Kinder,MG Advanced,Condax,Lost,2017-04-18,2017-04-30,0.0
Gladys Colclough,GTXPro,Isdom,Lost,2017-04-18,2017-05-04,0.0
Hayden Neloms,GTX Plus Pro,Goodsilron,Lost,2017-04-18,2017-04-23,0.0
James Ascencio,MG Advanced,unknown,Engaging,2017-04-18,,472.0
James Ascencio,GTX Plus Basic,Golddex,Lost,2017-04-18,2017-04-20,0.0
James Ascencio,MG Special,Kan-code,Won,2017-04-18,2017-04-29,44.0
Kami Bicknell,GTX Plus Pro,Xx-holding,Lost,2017-04-18,2017-04-24,0.0
Kami Bicknell,GTX Basic,Doncon,Won,2017-04-18,2017-04-24,552.0
Kary Hendrixson,GTX Plus Pro,Opentech,Engaging,2017-04-18,,472.0
Kary Hendrixson,GTX Basic,Newex,Won,2017-04-18,2017-04-26,474.0
Kary Hendrixson,GTX Plus Basic,Xx-holding,Won,2017-04-18,2017-04-22,1158.0
Kary Hendrixson,GTX Plus Pro,Faxquote,Won,2017-04-18,2017-04-19,5839.0
Kary Hendrixson,GTXPro,Singletechno,Won,2017-04-18,2017-08-06,4554.0
Kary Hendrixson,GTXPro,Xx-holding,Won,2017-04-18,2017-04-24,5078.0
Lajuana Vencill,GTX Plus Basic,Genco Pura Olive Oil Company,Lost,2017-04-18,2017-04-26,0.0
Markita Hansen,GTX Basic,Cheers,Won,2017-04-18,2017-06-04,561.0
Maureen Marcano,GTX Plus Basic,unknown,Engaging,2017-04-18,,472.0
Maureen Marcano,GTX Plus Basic,Finjob,Lost,2017-04-18,2017-04-22,0.0
Niesha Huffines,MG Advanced,Ron-tech,Lost,2017-04-18,2017-05-22,0.0
Niesha Huffines,MG Advanced,Inity,Won,2017-04-18,2017-04-19,3392.0
Rosie Papadopoulos,GTX Plus Pro,unknown,Engaging,2017-04-18,,472.0
Vicki Laflamme,MG Special,unknown,Engaging,2017-04-18,,472.0
Vicki Laflamme,MG Advanced,unknown,Engaging,2017-04-18,,472.0
Vicki Laflamme,GTXPro,Fasehatice,Won,2017-04-18,2017-04-20,5040.0
Violet Mclelland,MG Special,unknown,Engaging,2017-04-18,,472.0
Violet Mclelland,MG Special,unknown,Engaging,2017-04-18,,472.0
Zane Levy,GTXPro,Goodsilron,Lost,2017-04-18,2017-04-24,0.0
Zane Levy,MG Advanced,Rantouch,Lost,2017-04-18,2017-04-25,0.0
Zane Levy,GTX Plus Pro,Sonron,Won,2017-04-18,2017-04-25,5853.0
Anna Snelling,MG Special,Scottech,Won,2017-04-19,2017-04-25,49.0
Boris Faz,GTX Basic,unknown,Engaging,2017-04-19,,472.0
Boris Faz,GTX Plus Basic,Gekko & Co,Won,2017-04-19,2017-04-29,1080.0
Cecily Lampkin,GTX Basic,Genco Pura Olive Oil Company,Lost,2017-04-19,2017-04-28,0.0
Cecily Lampkin,MG Special,Konmatfix,Won,2017-04-19,2017-04-20,55.0
Corliss Cosme,GTX Basic,unknown,Engaging,2017-04-19,,472.0
Daniell Hammack,GTX Plus Basic,Acme Corporation,Won,2017-04-19,2017-05-22,1282.0
Elease Gluck,GTK 500,Lexiqvolax,Won,2017-04-19,2017-04-20,23746.0
Garret Kinder,GTX Basic,Massive Dynamic,Lost,2017-04-19,2017-04-28,0.0
Hayden Neloms,MG Advanced,unknown,Engaging,2017-04-19,,472.0
James Ascencio,GTX Basic,Doncon,Lost,2017-04-19,2017-05-01,0.0
Kami Bicknell,GTX Basic,Golddex,Lost,2017-04-19,2017-08-16,0.0
Lajuana Vencill,MG Advanced,Streethex,Lost,2017-04-19,2017-04-21,0.0
Maureen Marcano,GTX Plus Basic,Cheers,Lost,2017-04-19,2017-04-27,0.0
Niesha Huffines,GTX Basic,Cancity,Lost,2017-04-19,2017-04-21,0.0
Reed Clapper,MG Special,Opentech,Lost,2017-04-19,2017-04-20,0.0
Reed Clapper,MG Special,Opentech,Won,2017-04-19,2017-04-27,61.0
Rosalina Dieter,MG Special,J-Texon,Lost,2017-04-19,2017-04-30,0.0
Rosalina Dieter,GTX Basic,Goodsilron,Won,2017-04-19,2017-04-28,600.0
Rosie Papadopoulos,GTXPro,Betasoloin,Engaging,2017-04-19,,472.0
Rosie Papadopoulos,GTX Plus Pro,Opentech,Won,2017-04-19,2017-04-20,5805.0
Versie Hillebrand,MG Special,Hottechi,Won,2017-04-19,2017-06-27,58.0
Versie Hillebrand,MG Special,Scottech,Won,2017-04-19,2017-08-03,52.0
Violet Mclelland,MG Special,Gekko & Co,Lost,2017-04-19,2017-04-21,0.0
Zane Levy,GTX Basic,Hottechi,Engaging,2017-04-19,,472.0
Boris Faz,MG Special,Silis,Won,2017-04-20,2017-06-16,55.0
Cassey Cress,GTX Plus Basic,Acme Corporation,Won,2017-04-20,2017-08-10,1161.0
Cassey Cress,GTXPro,Plussunin,Won,2017-04-20,2017-04-25,5091.0
Cassey Cress,MG Special,Donquadtech,Won,2017-04-20,2017-04-22,59.0
Corliss Cosme,GTX Plus Pro,Plussunin,Lost,2017-04-20,2017-05-01,0.0
Daniell Hammack,GTX Basic,Ontomedia,Lost,2017-04-20,2017-04-22,0.0
Darcel Schlecht,GTXPro,Gogozoom,Lost,2017-04-20,2017-04-30,0.0
Darcel Schlecht,GTX Basic,Rundofase,Won,2017-04-20,2017-04-28,549.0
Donn Cantrell,GTX Plus Basic,Zathunicon,Lost,2017-04-20,2017-04-24,0.0
Elease Gluck,GTK 500,Plexzap,Won,2017-04-20,2017-06-28,24949.0
Gladys Colclough,GTX Plus Basic,Genco Pura Olive Oil Company,Lost,2017-04-20,2017-05-02,0.0
James Ascencio,GTXPro,Newex,Lost,2017-04-20,2017-05-09,0.0
James Ascencio,GTX Plus Pro,Fasehatice,Won,2017-04-20,2017-05-02,4985.0
Jonathan Berthelot,GTX Basic,Toughzap,Lost,2017-04-20,2017-04-22,0.0
Jonathan Berthelot,GTX Basic,Conecom,Won,2017-04-20,2017-04-29,657.0
Jonathan Berthelot,GTX Basic,Streethex,Won,2017-04-20,2017-06-30,628.0
Jonathan Berthelot,GTX Plus Basic,Conecom,Won,2017-04-20,2017-06-15,1183.0
Jonathan Berthelot,GTX Plus Pro,Domzoom,Won,2017-04-20,2017-08-03,5203.0
Jonathan Berthelot,MG Special,Gogozoom,Won,2017-04-20,2017-04-27,56.0
Kami Bicknell,MG Special,unknown,Engaging,2017-04-20,,472.0
Kami Bicknell,GTX Basic,Blackzim,Won,2017-04-20,2017-04-28,502.0
Kary Hendrixson,GTX Basic,unknown,Engaging,2017-04-20,,472.0
Kary Hendrixson,GTX Basic,Xx-holding,Won,2017-04-20,2017-06-25,527.0
Markita Hansen,MG Special,Xx-holding,Lost,2017-04-20,2017-04-21,0.0
Marty Freudenburg,MG Special,Finhigh,Won,2017-04-20,2017-04-28,64.0
Maureen Marcano,GTX Basic,Scotfind,Won,2017-04-20,2017-04-27,579.0
Maureen Marcano,GTX Plus Pro,Lexiqvolax,Won,2017-04-20,2017-04-30,5958.0
Maureen Marcano,GTXPro,Scotfind,Won,2017-04-20,2017-05-27,4543.0
Moses Frase,GTX Basic,Inity,Lost,2017-04-20,2017-04-22,0.0
Moses Frase,MG Special,Treequote,Won,2017-04-20,2017-05-02,58.0
Reed Clapper,GTX Plus Basic,Plussunin,Lost,2017-04-20,2017-04-21,0.0
Reed Clapper,GTX Plus Pro,Vehement Capital Partners,Lost,2017-04-20,2017-04-27,0.0
Rosie Papadopoulos,GTX Plus Basic,Betasoloin,Won,2017-04-20,2017-06-24,1036.0
Versie Hillebrand,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-04-20,2017-04-27,4878.0
Vicki Laflamme,GTX Basic,Faxquote,Lost,2017-04-20,2017-04-28,0.0
Anna Snelling,GTX Plus Basic,Streethex,Lost,2017-04-21,2017-05-05,0.0
Cassey Cress,GTX Plus Basic,unknown,Engaging,2017-04-21,,472.0
Cassey Cress,GTX Plus Basic,Bubba Gump,Won,2017-04-21,2017-08-21,1033.0
Daniell Hammack,GTX Plus Pro,Zathunicon,Won,2017-04-21,2017-06-12,5343.0
Darcel Schlecht,GTX Plus Basic,Conecom,Lost,2017-04-21,2017-04-30,0.0
Darcel Schlecht,GTXPro,Stanredtax,Lost,2017-04-21,2017-04-27,0.0
Darcel Schlecht,GTXPro,Stanredtax,Lost,2017-04-21,2017-08-10,0.0
Darcel Schlecht,MG Advanced,Finhigh,Won,2017-04-21,2017-04-26,3269.0
Donn Cantrell,GTX Basic,Silis,Lost,2017-04-21,2017-05-07,0.0
Donn Cantrell,GTXPro,Acme Corporation,Won,2017-04-21,2017-04-27,4605.0
Garret Kinder,GTX Plus Pro,Mathtouch,Won,2017-04-21,2017-06-12,4908.0
Hayden Neloms,MG Advanced,Labdrill,Won,2017-04-21,2017-04-30,3303.0
Jonathan Berthelot,MG Advanced,dambase,Lost,2017-04-21,2017-04-22,0.0
Jonathan Berthelot,MG Advanced,Ron-tech,Lost,2017-04-21,2017-05-02,0.0
Jonathan Berthelot,MG Special,Streethex,Won,2017-04-21,2017-04-22,55.0
Kami Bicknell,GTX Basic,Lexiqvolax,Won,2017-04-21,2017-06-29,531.0
Kami Bicknell,GTX Basic,Newex,Won,2017-04-21,2017-05-04,557.0
Lajuana Vencill,GTX Basic,Hottechi,Won,2017-04-21,2017-06-12,489.0
Marty Freudenburg,MG Advanced,Scottech,Lost,2017-04-21,2017-05-29,0.0
Moses Frase,MG Special,Streethex,Won,2017-04-21,2017-05-06,60.0
Reed Clapper,MG Advanced,Betasoloin,Won,2017-04-21,2017-06-04,2887.0
Reed Clapper,MG Advanced,Donware,Won,2017-04-21,2017-05-02,3214.0
Rosie Papadopoulos,MG Advanced,Betatech,Engaging,2017-04-21,,472.0
Rosie Papadopoulos,MG Advanced,Acme Corporation,Won,2017-04-21,2017-04-23,3850.0
Versie Hillebrand,MG Special,Gogozoom,Won,2017-04-21,2017-06-09,54.0
Vicki Laflamme,GTXPro,unknown,Engaging,2017-04-21,,472.0
Vicki Laflamme,MG Special,Groovestreet,Lost,2017-04-21,2017-04-29,0.0
Vicki Laflamme,GTXPro,Plexzap,Won,2017-04-21,2017-08-12,5040.0
Wilburn Farren,GTX Plus Pro,Iselectrics,Won,2017-04-21,2017-04-22,6263.0
Zane Levy,GTXPro,Scotfind,Lost,2017-04-21,2017-05-02,0.0
Zane Levy,GTX Basic,Blackzim,Won,2017-04-21,2017-04-23,570.0
Zane Levy,GTXPro,Dalttechnology,Won,2017-04-21,2017-04-29,4633.0
Boris Faz,GTX Plus Pro,Donquadtech,Lost,2017-04-22,2017-04-29,0.0
Cassey Cress,GTXPro,Kinnamplus,Lost,2017-04-22,2017-05-08,0.0
Cassey Cress,GTXPro,The New York Inquirer,Won,2017-04-22,2017-04-28,4891.0
Darcel Schlecht,GTX Plus Pro,Streethex,Won,2017-04-22,2017-04-29,5858.0
Darcel Schlecht,GTXPro,Rundofase,Won,2017-04-22,2017-05-24,4939.0
Jonathan Berthelot,GTX Basic,Inity,Won,2017-04-22,2017-08-12,570.0
Kary Hendrixson,MG Advanced,Fasehatice,Lost,2017-04-22,2017-04-29,0.0
Kary Hendrixson,GTX Basic,Y-corporation,Won,2017-04-22,2017-04-30,500.0
Kary Hendrixson,MG Advanced,Kan-code,Won,2017-04-22,2017-04-23,3546.0
Markita Hansen,GTX Basic,Dalttechnology,Won,2017-04-22,2017-04-30,525.0
Maureen Marcano,MG Special,unknown,Engaging,2017-04-22,,472.0
Moses Frase,GTX Plus Basic,Conecom,Won,2017-04-22,2017-04-27,1024.0
Niesha Huffines,GTX Plus Pro,Streethex,Won,2017-04-22,2017-04-30,6384.0
Reed Clapper,GTX Basic,Acme Corporation,Lost,2017-04-22,2017-05-08,0.0
Reed Clapper,GTX Basic,Donware,Won,2017-04-22,2017-06-24,587.0
Rosalina Dieter,MG Special,Labdrill,Won,2017-04-22,2017-04-28,55.0
Rosalina Dieter,MG Advanced,Y-corporation,Won,2017-04-22,2017-04-30,3242.0
Versie Hillebrand,GTX Plus Pro,Zumgoity,Won,2017-04-22,2017-05-26,5558.0
Vicki Laflamme,GTXPro,Singletechno,Won,2017-04-22,2017-04-28,4869.0
Vicki Laflamme,MG Advanced,Hottechi,Won,2017-04-22,2017-04-29,3661.0
Violet Mclelland,GTX Basic,unknown,Engaging,2017-04-22,,472.0
Violet Mclelland,MG Special,unknown,Engaging,2017-04-22,,472.0
Zane Levy,GTXPro,Kan-code,Won,2017-04-22,2017-04-29,5456.0
Anna Snelling,MG Special,Globex Corporation,Lost,2017-04-23,2017-08-26,0.0
Boris Faz,GTXPro,Plussunin,Lost,2017-04-23,2017-04-24,0.0
Cassey Cress,GTX Basic,Ganjaflex,Lost,2017-04-23,2017-04-30,0.0
Cassey Cress,MG Advanced,Umbrella Corporation,Lost,2017-04-23,2017-08-20,0.0
Corliss Cosme,GTXPro,Mathtouch,Lost,2017-04-23,2017-04-30,0.0
Corliss Cosme,GTX Plus Pro,Zotware,Won,2017-04-23,2017-04-24,5780.0
Corliss Cosme,GTXPro,Zencorporation,Won,2017-04-23,2017-04-30,5787.0
Daniell Hammack,GTXPro,Bioplex,Won,2017-04-23,2017-04-25,5149.0
Donn Cantrell,GTX Plus Basic,Ganjaflex,Lost,2017-04-23,2017-08-26,0.0
Donn Cantrell,GTXPro,Betasoloin,Won,2017-04-23,2017-06-03,5100.0
Donn Cantrell,GTXPro,Vehement Capital Partners,Won,2017-04-23,2017-04-30,4810.0
Elease Gluck,MG Special,Goodsilron,Lost,2017-04-23,2017-05-04,0.0
Elease Gluck,MG Advanced,Blackzim,Lost,2017-04-23,2017-08-01,0.0
Gladys Colclough,GTX Basic,Betatech,Won,2017-04-23,2017-04-24,560.0
Gladys Colclough,GTXPro,Inity,Won,2017-04-23,2017-05-02,4916.0
James Ascencio,MG Special,unknown,Engaging,2017-04-23,,472.0
James Ascencio,MG Special,Newex,Won,2017-04-23,2017-06-11,45.0
Kami Bicknell,GTX Plus Basic,Konex,Lost,2017-04-23,2017-04-25,0.0
Kami Bicknell,GTX Basic,Golddex,Won,2017-04-23,2017-04-24,592.0
Kary Hendrixson,GTX Basic,Doncon,Won,2017-04-23,2017-04-29,529.0
Kary Hendrixson,GTXPro,J-Texon,Won,2017-04-23,2017-04-26,5415.0
Lajuana Vencill,GTX Plus Pro,Streethex,Lost,2017-04-23,2017-05-02,0.0
Lajuana Vencill,GTX Basic,Bioholding,Won,2017-04-23,2017-06-15,518.0
Lajuana Vencill,MG Special,Warephase,Won,2017-04-23,2017-08-11,52.0
Markita Hansen,MG Advanced,unknown,Engaging,2017-04-23,,472.0
Markita Hansen,MG Special,Labdrill,Lost,2017-04-23,2017-04-24,0.0
Moses Frase,MG Special,Funholding,Won,2017-04-23,2017-06-25,51.0
Niesha Huffines,GTX Basic,Genco Pura Olive Oil Company,Won,2017-04-23,2017-04-24,554.0
Niesha Huffines,GTXPro,Rundofase,Won,2017-04-23,2017-09-01,4835.0
Reed Clapper,MG Advanced,Ontomedia,Lost,2017-04-23,2017-04-24,0.0
Rosalina Dieter,MG Special,unknown,Engaging,2017-04-23,,472.0
Rosalina Dieter,MG Special,Blackzim,Won,2017-04-23,2017-04-30,59.0
Rosie Papadopoulos,MG Advanced,Initech,Lost,2017-04-23,2017-05-06,0.0
Versie Hillebrand,MG Special,Zumgoity,Lost,2017-04-23,2017-05-05,0.0
Versie Hillebrand,MG Advanced,Dontechi,Lost,2017-04-23,2017-08-06,0.0
Vicki Laflamme,GTXPro,Plexzap,Lost,2017-04-23,2017-08-13,0.0
Vicki Laflamme,MG Special,Newex,Lost,2017-04-23,2017-04-30,0.0
Violet Mclelland,GTX Plus Pro,Xx-zobam,Won,2017-04-23,2017-05-08,5813.0
Wilburn Farren,GTXPro,Opentech,Won,2017-04-23,2017-05-01,5414.0
Zane Levy,GTX Plus Pro,Xx-holding,Lost,2017-04-23,2017-04-28,0.0
Anna Snelling,MG Special,Ron-tech,Won,2017-04-24,2017-04-25,62.0
Corliss Cosme,MG Advanced,unknown,Engaging,2017-04-24,,472.0
Corliss Cosme,GTXPro,Plussunin,Won,2017-04-24,2017-08-04,4505.0
Darcel Schlecht,GTXPro,Isdom,Lost,2017-04-24,2017-04-30,0.0
Darcel Schlecht,GTX Plus Basic,Konmatfix,Won,2017-04-24,2017-05-06,1020.0
Darcel Schlecht,GTX Plus Pro,Domzoom,Won,2017-04-24,2017-04-29,5029.0
Darcel Schlecht,GTXPro,Scottech,Won,2017-04-24,2017-08-15,5191.0
Garret Kinder,GTX Basic,Zotware,Lost,2017-04-24,2017-05-06,0.0
Gladys Colclough,GTXPro,Dontechi,Lost,2017-04-24,2017-05-03,0.0
Hayden Neloms,MG Advanced,unknown,Engaging,2017-04-24,,472.0
James Ascencio,MG Advanced,Scotfind,Won,2017-04-24,2017-05-05,3042.0
Jonathan Berthelot,GTX Basic,Globex Corporation,Won,2017-04-24,2017-04-26,580.0
Kami Bicknell,GTX Plus Basic,unknown,Engaging,2017-04-24,,472.0
Kary Hendrixson,GTX Basic,Nam-zim,Won,2017-04-24,2017-09-03,616.0
Markita Hansen,GTX Plus Basic,J-Texon,Won,2017-04-24,2017-04-29,788.0
Maureen Marcano,GTX Basic,Kan-code,Lost,2017-04-24,2017-04-26,0.0
Reed Clapper,GTXPro,Vehement Capital Partners,Won,2017-04-24,2017-04-25,4980.0
Vicki Laflamme,MG Special,unknown,Engaging,2017-04-24,,472.0
Vicki Laflamme,MG Special,unknown,Engaging,2017-04-24,,472.0
Vicki Laflamme,GTX Basic,Green-Plus,Lost,2017-04-24,2017-08-10,0.0
Violet Mclelland,MG Advanced,Bioplex,Won,2017-04-24,2017-08-04,2981.0
Zane Levy,GTX Basic,Finjob,Lost,2017-04-24,2017-04-30,0.0
Zane Levy,GTX Plus Pro,Green-Plus,Lost,2017-04-24,2017-04-27,0.0
Boris Faz,GTX Plus Basic,unknown,Engaging,2017-04-25,,472.0
Boris Faz,GTX Basic,Zencorporation,Won,2017-04-25,2017-04-27,560.0
Cassey Cress,GTXPro,unknown,Engaging,2017-04-25,,472.0
Cassey Cress,MG Advanced,Donquadtech,Won,2017-04-25,2017-05-10,3844.0
Corliss Cosme,GTX Basic,Bluth Company,Won,2017-04-25,2017-05-06,562.0
Daniell Hammack,MG Special,The New York Inquirer,Won,2017-04-25,2017-05-01,51.0
Darcel Schlecht,GTX Plus Basic,Finhigh,Won,2017-04-25,2017-06-20,984.0
Darcel Schlecht,GTXPro,Gogozoom,Won,2017-04-25,2017-06-07,4923.0
Hayden Neloms,GTX Plus Basic,unknown,Engaging,2017-04-25,,472.0
James Ascencio,GTX Basic,Faxquote,Lost,2017-04-25,2017-08-03,0.0
Kary Hendrixson,GTXPro,Sunnamplex,Lost,2017-04-25,2017-04-27,0.0
Lajuana Vencill,GTX Basic,Hottechi,Lost,2017-04-25,2017-08-16,0.0
Marty Freudenburg,MG Advanced,Konmatfix,Lost,2017-04-25,2017-05-02,0.0
Maureen Marcano,GTXPro,unknown,Engaging,2017-04-25,,472.0
Maureen Marcano,GTX Plus Basic,Y-corporation,Won,2017-04-25,2017-04-26,1113.0
Niesha Huffines,GTX Plus Pro,Treequote,Won,2017-04-25,2017-05-11,6039.0
Reed Clapper,GTX Basic,Massive Dynamic,Won,2017-04-25,2017-06-04,538.0
Versie Hillebrand,MG Advanced,Globex Corporation,Lost,2017-04-25,2017-04-27,0.0
Vicki Laflamme,GTXPro,Groovestreet,Won,2017-04-25,2017-05-22,4364.0
Violet Mclelland,GTX Plus Basic,unknown,Engaging,2017-04-25,,472.0
Wilburn Farren,GTX Basic,unknown,Engaging,2017-04-25,,472.0
Zane Levy,GTX Basic,Labdrill,Lost,2017-04-25,2017-08-07,0.0
Zane Levy,GTX Basic,Rantouch,Won,2017-04-25,2017-04-27,464.0
Anna Snelling,GTX Plus Basic,Cancity,Lost,2017-04-26,2017-08-01,0.0
Anna Snelling,GTX Plus Pro,Warephase,Lost,2017-04-26,2017-08-01,0.0
Anna Snelling,GTX Plus Basic,Hottechi,Won,2017-04-26,2017-06-30,1073.0
Boris Faz,GTX Basic,Umbrella Corporation,Lost,2017-04-26,2017-04-28,0.0
Boris Faz,GTX Plus Basic,Donware,Lost,2017-04-26,2017-05-01,0.0
Cassey Cress,GTXPro,Massive Dynamic,Lost,2017-04-26,2017-08-09,0.0
Corliss Cosme,GTX Plus Pro,unknown,Engaging,2017-04-26,,472.0
Corliss Cosme,MG Special,Donware,Lost,2017-04-26,2017-08-04,0.0
Daniell Hammack,MG Advanced,unknown,Engaging,2017-04-26,,472.0
Darcel Schlecht,GTX Plus Basic,Globex Corporation,Lost,2017-04-26,2017-08-09,0.0
Darcel Schlecht,GTX Plus Basic,Rundofase,Won,2017-04-26,2017-05-11,1055.0
Elease Gluck,MG Special,Faxquote,Won,2017-04-26,2017-04-28,43.0
James Ascencio,GTX Basic,Hottechi,Lost,2017-04-26,2017-05-04,0.0
James Ascencio,MG Special,Golddex,Won,2017-04-26,2017-04-28,49.0
Kami Bicknell,GTX Plus Basic,Nam-zim,Lost,2017-04-26,2017-04-28,0.0
Kami Bicknell,GTXPro,Y-corporation,Lost,2017-04-26,2017-04-28,0.0
Kary Hendrixson,GTXPro,Labdrill,Won,2017-04-26,2017-08-08,4901.0
Lajuana Vencill,GTX Basic,Stanredtax,Won,2017-04-26,2017-04-27,517.0
Marty Freudenburg,GTX Plus Basic,Funholding,Won,2017-04-26,2017-06-13,1105.0
Maureen Marcano,GTX Basic,Nam-zim,Won,2017-04-26,2017-05-10,556.0
Moses Frase,MG Advanced,Treequote,Won,2017-04-26,2017-08-16,3025.0
Niesha Huffines,MG Special,Condax,Won,2017-04-26,2017-06-05,54.0
Rosalina Dieter,MG Special,Condax,Won,2017-04-26,2017-04-28,53.0
Vicki Laflamme,GTXPro,Newex,Won,2017-04-26,2017-04-27,4735.0
Zane Levy,GTX Basic,unknown,Engaging,2017-04-26,,472.0
Boris Faz,GTX Basic,Konex,Won,2017-04-27,2017-04-29,584.0
Cassey Cress,GTXPro,Umbrella Corporation,Lost,2017-04-27,2017-05-12,0.0
Daniell Hammack,GTX Plus Pro,unknown,Engaging,2017-04-27,,472.0
